"ID"	"Carcinoma Ecotype"
"PD1_2_PRE"	"CE1"
"PD1_16_PRE"	"CE1"
"PD1_30_PRE"	"CE1"
"PD1_50_PRE"	"CE1"
"PD1_18_PRE"	"CE1"
"PD1_23_PRE"	"CE1"
"PD1_17_PRE"	"CE1"
"PD1_8_EDT"	"CE1"
"PD1_19_PRE"	"CE2"
"PD1_21_PRE"	"CE3"
"PD1_17_EDT"	"CE3"
"PD1_42_PRE"	"CE4"
"PD1_41_PRE"	"CE4"
"PD1_4_PRE"	"CE6"
"PD1_15_PRE"	"CE6"
"PD1_9_PRE"	"CE6"
"PD1_11_PRE"	"CE6"
"PD1_47_PRE"	"CE6"
"PD1_10_PRE"	"CE7"
"PD1_47_EDT"	"CE7"
"PD1_3_PRE"	"CE8"
"PD1_5_PRE"	"CE8"
"PD1_12_PRE"	"CE8"
"PD1_27_PRE"	"CE8"
"PD1_13_PRE"	"CE8"
"PD1_45_PRE"	"CE9"
"PD1_7_PRE"	"CE9"
"PD1_38_PRE"	"CE9"
"PD1_40_PRE"	"CE9"
"PD1_48_PRE"	"CE9"
"PD1_48_EDT"	"CE9"
"PD1_41_EDT"	"CE9"
"PD1_6_PRE"	"CE10"
"PD1_44_PRE"	"CE10"
"PD1_53_PRE"	"CE10"
"PD1_34_PRE"	"CE10"
