"ID"	"Carcinoma Ecotype"
"PB.16.024"	"CE1"
"PB.16.025"	"CE1"
"PB.16.040"	"CE1"
"PB.16.059"	"CE1"
"PB.16.068"	"CE1"
"PB.16.069"	"CE1"
"PB.16.020"	"CE2"
"PB.16.060"	"CE2"
"PB.16.022"	"CE3"
"PB.16.030"	"CE3"
"PB.16.035"	"CE3"
"PB.16.018"	"CE5"
"PB.16.031"	"CE5"
"PB.16.004"	"CE6"
"PB.16.034"	"CE6"
"PB.16.048"	"CE6"
"PB.16.055"	"CE6"
"PB.16.064"	"CE6"
"PB.16.067"	"CE6"
"PB.16.003"	"CE7"
"PB.16.037"	"CE7"
"PB.16.045"	"CE7"
"PB.16.029"	"CE8"
"PB.16.032"	"CE8"
"PB.16.043"	"CE8"
"PB.16.054"	"CE8"
"PB.16.057"	"CE8"
"PB.16.019"	"CE9"
"PB.16.021"	"CE9"
"PB.16.038"	"CE9"
"PB.16.044"	"CE9"
"PB.16.063"	"CE9"
"PB.16.005"	"CE10"
"PB.16.041"	"CE10"
"PB.16.051"	"CE10"
"PB.16.052"	"CE10"
"PB.16.056"	"CE10"
"PB.16.062"	"CE10"
