"ID"	"Carcinoma Ecotype"
"ipiPD1_25_PRE"	"CE1"
"ipiPD1_44_PRE"	"CE1"
"ipiPD1_45_PRE"	"CE1"
"ipiPD1_49_PRE"	"CE1"
"ipiPD1_50_PRE"	"CE1"
"ipiPD1_9_EDT"	"CE1"
"ipiPD1_17_PRE"	"CE5"
"ipiPD1_4_EDT"	"CE5"
"ipiPD1_12_PRE"	"CE6"
"ipiPD1_14_PRE"	"CE6"
"ipiPD1_34_PRE"	"CE6"
"ipiPD1_1_EDT"	"CE6"
"ipiPD1_24_PRE"	"CE8"
"ipiPD1_1_PRE"	"CE8"
"ipiPD1_32_PRE"	"CE9"
"ipiPD1_37_PRE"	"CE9"
"ipiPD1_47_PRE"	"CE9"
"ipiPD1_13_PRE"	"CE9"
"ipiPD1_27_PRE"	"CE9"
"ipiPD1_13_EDT"	"CE9"
"ipiPD1_19_EDT"	"CE9"
"ipiPD1_27_EDT"	"CE9"
"ipiPD1_33_EDT"	"CE9"
"ipiPD1_20_PRE"	"CE10"
"ipiPD1_21_PRE"	"CE10"
"ipiPD1_46_PRE"	"CE10"
"ipiPD1_19_PRE"	"CE10"
"ipiPD1_36_PRE"	"CE10"
"ipiPD1_36_EDT"	"CE10"
