"ID"	"Carcinoma Ecotype"
"TCGA-KN-8427-01A"	"CE1"
"TCGA-KM-8442-01A"	"CE1"
"TCGA-KO-8404-01A"	"CE1"
"TCGA-KL-8344-01A"	"CE1"
"TCGA-KL-8323-01A"	"CE2"
"TCGA-KM-8441-01A"	"CE3"
"TCGA-KL-8338-01A"	"CE5"
"TCGA-KN-8426-11A"	"CE6"
"TCGA-KN-8432-11A"	"CE6"
"TCGA-KO-8415-11A"	"CE6"
"TCGA-KN-8436-11A"	"CE6"
"TCGA-KN-8424-11A"	"CE6"
"TCGA-KN-8429-11A"	"CE6"
"TCGA-KN-8422-11A"	"CE6"
"TCGA-KN-8423-11A"	"CE6"
"TCGA-KN-8431-11A"	"CE6"
"TCGA-KO-8403-11A"	"CE6"
"TCGA-KN-8427-11A"	"CE6"
"TCGA-KN-8419-11A"	"CE6"
"TCGA-KN-8433-11A"	"CE6"
"TCGA-KN-8432-01A"	"CE7"
"TCGA-KL-8325-01A"	"CE7"
"TCGA-KL-8343-01A"	"CE7"
"TCGA-KL-8339-01A"	"CE7"
"TCGA-KN-8430-11A"	"CE8"
"TCGA-KN-8435-01A"	"CE8"
"TCGA-KN-8425-11A"	"CE8"
"TCGA-KN-8430-01A"	"CE9"
"TCGA-KL-8329-01A"	"CE9"
"TCGA-KL-8342-01A"	"CE9"
"TCGA-KN-8434-01A"	"CE9"
"TCGA-KO-8403-01A"	"CE9"
"TCGA-KL-8334-01A"	"CE9"
"TCGA-KN-8424-01A"	"CE9"
"TCGA-KN-8425-01A"	"CE9"
"TCGA-KO-8414-01A"	"CE9"
"TCGA-KL-8336-01A"	"CE9"
"TCGA-KO-8407-01A"	"CE9"
"TCGA-KO-8413-01A"	"CE9"
"TCGA-KO-8405-01A"	"CE9"
"TCGA-KO-8415-01A"	"CE9"
"TCGA-KL-8324-11A"	"CE10"
"TCGA-KN-8435-11A"	"CE10"
"TCGA-KL-8333-01A"	"CE10"
"TCGA-KN-8437-11A"	"CE10"
"TCGA-KN-8428-11A"	"CE10"
"TCGA-KL-8326-11A"	"CE10"
"TCGA-KO-8410-01A"	"CE10"
"TCGA-KL-8329-11A"	"CE10"
