"ID"	"Carcinoma Ecotype"
"TCGA-G4-6299-01A"	"CE1"
"TCGA-F4-6463-01A"	"CE1"
"TCGA-CM-6165-01A"	"CE1"
"TCGA-AA-A00N-01A"	"CE1"
"TCGA-AU-3779-01A"	"CE1"
"TCGA-QG-A5Z1-01A"	"CE1"
"TCGA-A6-A5ZU-01A"	"CE1"
"TCGA-NH-A50V-01A"	"CE1"
"TCGA-AA-3562-01A"	"CE1"
"TCGA-A6-4105-01A"	"CE1"
"TCGA-F4-6459-01A"	"CE1"
"TCGA-CM-6679-01A"	"CE1"
"TCGA-AD-6548-01A"	"CE1"
"TCGA-CM-5344-01A"	"CE1"
"TCGA-AA-3821-01A"	"CE1"
"TCGA-CM-6677-01A"	"CE1"
"TCGA-D5-6923-01A"	"CE1"
"TCGA-F4-6703-01A"	"CE1"
"TCGA-AZ-6605-01A"	"CE1"
"TCGA-CM-5349-01A"	"CE1"
"TCGA-D5-5539-01A"	"CE1"
"TCGA-CA-5797-01A"	"CE1"
"TCGA-CK-4951-01A"	"CE1"
"TCGA-CA-6719-01A"	"CE1"
"TCGA-F4-6704-01A"	"CE1"
"TCGA-A6-6781-01B"	"CE1"
"TCGA-AA-3867-01A"	"CE1"
"TCGA-A6-6654-01A"	"CE1"
"TCGA-AA-A01D-01A"	"CE1"
"TCGA-G4-6311-01A"	"CE1"
"TCGA-A6-3807-01A"	"CE1"
"TCGA-AZ-5403-01A"	"CE1"
"TCGA-CM-5863-01A"	"CE1"
"TCGA-D5-6541-01A"	"CE1"
"TCGA-AA-3870-01A"	"CE1"
"TCGA-CM-6169-01A"	"CE1"
"TCGA-D5-5541-01A"	"CE1"
"TCGA-A6-2684-01A"	"CE1"
"TCGA-CM-5868-01A"	"CE1"
"TCGA-D5-6926-01A"	"CE1"
"TCGA-CM-6680-01A"	"CE1"
"TCGA-AA-A01K-01A"	"CE1"
"TCGA-AA-3984-01A"	"CE1"
"TCGA-AZ-6607-01A"	"CE1"
"TCGA-AA-3520-01A"	"CE1"
"TCGA-G4-6314-01A"	"CE1"
"TCGA-CM-5348-01A"	"CE1"
"TCGA-CK-6751-01A"	"CE1"
"TCGA-D5-6929-01A"	"CE1"
"TCGA-A6-2681-01A"	"CE1"
"TCGA-D5-7000-01A"	"CE1"
"TCGA-NH-A8F8-01A"	"CE1"
"TCGA-CM-5860-01A"	"CE1"
"TCGA-CM-6162-01A"	"CE1"
"TCGA-AA-3814-01A"	"CE1"
"TCGA-A6-2675-01A"	"CE1"
"TCGA-G4-6297-01A"	"CE1"
"TCGA-AA-3511-01A"	"CE1"
"TCGA-AA-3866-01A"	"CE1"
"TCGA-CM-6674-01A"	"CE1"
"TCGA-CM-6170-01A"	"CE1"
"TCGA-AA-3877-01A"	"CE1"
"TCGA-WS-AB45-01A"	"CE1"
"TCGA-D5-6898-01A"	"CE1"
"TCGA-CK-4948-01B"	"CE1"
"TCGA-AA-3872-01A"	"CE1"
