"ID"	"Carcinoma Ecotype"
"TCGA-70-6722-01A"	"CE1"
"TCGA-18-4086-01A"	"CE1"
"TCGA-63-A5MJ-01A"	"CE1"
"TCGA-85-7698-01A"	"CE1"
"TCGA-18-3411-01A"	"CE1"
"TCGA-22-5489-01A"	"CE1"
"TCGA-18-3417-01A"	"CE1"
"TCGA-22-5473-01A"	"CE1"
"TCGA-77-8130-01A"	"CE1"
"TCGA-66-2789-01A"	"CE1"
"TCGA-63-7022-01A"	"CE1"
"TCGA-77-A5G1-01A"	"CE1"
"TCGA-33-4547-01A"	"CE1"
"TCGA-85-6561-01A"	"CE1"
"TCGA-60-2703-01A"	"CE1"
"TCGA-66-2753-01A"	"CE1"
"TCGA-18-3407-01A"	"CE1"
"TCGA-43-8115-01A"	"CE1"
"TCGA-85-8288-01A"	"CE1"
"TCGA-90-6837-01A"	"CE1"
"TCGA-43-2581-01A"	"CE1"
"TCGA-98-8023-01A"	"CE1"
"TCGA-NC-A5HP-01A"	"CE1"
"TCGA-43-6770-01A"	"CE1"
"TCGA-90-7767-01A"	"CE1"
"TCGA-22-4593-01A"	"CE1"
"TCGA-68-7757-01B"	"CE1"
"TCGA-22-4595-01A"	"CE1"
"TCGA-77-8136-01A"	"CE1"
"TCGA-21-5783-01A"	"CE1"
"TCGA-85-6175-01A"	"CE1"
"TCGA-85-8287-01A"	"CE1"
"TCGA-39-5019-01A"	"CE1"
"TCGA-85-7844-01A"	"CE1"
"TCGA-85-6560-01A"	"CE1"
"TCGA-60-2709-01A"	"CE1"
"TCGA-43-2576-01A"	"CE1"
"TCGA-66-2737-01A"	"CE1"
"TCGA-43-7657-01A"	"CE1"
"TCGA-85-7843-01A"	"CE1"
"TCGA-58-8390-01A"	"CE1"
"TCGA-85-7950-01A"	"CE1"
"TCGA-92-8063-01A"	"CE1"
"TCGA-56-8622-01A"	"CE1"
"TCGA-60-2708-01A"	"CE1"
"TCGA-56-6545-01A"	"CE1"
"TCGA-34-2608-01A"	"CE1"
"TCGA-85-7699-01A"	"CE1"
"TCGA-21-1079-01A"	"CE1"
"TCGA-68-8251-01A"	"CE1"
"TCGA-56-5897-01A"	"CE1"
"TCGA-63-A5MT-01A"	"CE1"
"TCGA-43-6647-01A"	"CE1"
"TCGA-92-7340-01A"	"CE1"
"TCGA-21-1077-01A"	"CE1"
"TCGA-85-A511-01A"	"CE1"
"TCGA-34-7107-01A"	"CE1"
"TCGA-85-A4CN-01A"	"CE1"
"TCGA-60-2704-01A"	"CE1"
"TCGA-21-1071-01A"	"CE1"
"TCGA-34-8455-01A"	"CE1"
"TCGA-77-8008-01A"	"CE1"
"TCGA-66-2795-01A"	"CE1"
"TCGA-77-8139-01A"	"CE1"
"TCGA-46-3767-01A"	"CE1"
"TCGA-22-5478-01A"	"CE1"
"TCGA-66-2769-01A"	"CE1"
"TCGA-85-8353-01A"	"CE1"
"TCGA-34-5236-01A"	"CE1"
"TCGA-60-2707-01A"	"CE1"
"TCGA-18-3409-01A"	"CE1"
"TCGA-66-2788-01A"	"CE1"
"TCGA-22-1000-01A"	"CE1"
"TCGA-22-4604-01A"	"CE1"
"TCGA-66-2780-01A"	"CE1"
"TCGA-77-7337-01A"	"CE1"
"TCGA-77-8145-01A"	"CE1"
"TCGA-34-5241-01A"	"CE1"
"TCGA-56-8503-01A"	"CE1"
"TCGA-68-7756-01A"	"CE1"
"TCGA-85-8666-01A"	"CE1"
"TCGA-77-8007-01A"	"CE1"
"TCGA-77-7338-01A"	"CE1"
"TCGA-85-8481-01A"	"CE1"
"TCGA-96-7544-01A"	"CE1"
"TCGA-37-A5EM-01A"	"CE1"
"TCGA-46-3766-01A"	"CE1"
"TCGA-60-2724-01A"	"CE1"
"TCGA-43-3920-01A"	"CE1"
"TCGA-85-8582-01A"	"CE1"
"TCGA-56-8201-01A"	"CE1"
"TCGA-85-8276-01A"	"CE1"
"TCGA-66-2742-01A"	"CE1"
"TCGA-96-8169-01A"	"CE1"
"TCGA-34-5928-01A"	"CE1"
"TCGA-77-7335-01A"	"CE1"
"TCGA-85-A50M-01A"	"CE1"
"TCGA-77-8138-01A"	"CE1"
"TCGA-85-6798-01A"	"CE1"
"TCGA-34-5239-01A"	"CE1"
"TCGA-56-8308-01A"	"CE1"
"TCGA-60-2713-01A"	"CE1"
"TCGA-92-7341-01A"	"CE1"
"TCGA-39-5039-01A"	"CE1"
"TCGA-98-8020-01A"	"CE2"
"TCGA-22-1012-01A"	"CE2"
"TCGA-63-A5MR-01A"	"CE2"
"TCGA-NK-A5CT-01A"	"CE2"
"TCGA-56-8305-01A"	"CE2"
"TCGA-85-A4JB-01A"	"CE2"
"TCGA-52-7811-01A"	"CE2"
"TCGA-56-A62T-01A"	"CE2"
"TCGA-77-8144-01A"	"CE2"
"TCGA-77-A5GB-01B"	"CE2"
"TCGA-21-A5DI-01A"	"CE2"
"TCGA-85-A53L-01A"	"CE2"
"TCGA-LA-A7SW-01A"	"CE2"
"TCGA-52-7810-01A"	"CE2"
"TCGA-39-5028-01A"	"CE2"
"TCGA-56-7222-01A"	"CE2"
"TCGA-43-6771-01A"	"CE2"
"TCGA-46-3765-01A"	"CE2"
"TCGA-66-2768-01A"	"CE2"
"TCGA-43-5670-01A"	"CE2"
"TCGA-63-7020-01A"	"CE2"
"TCGA-66-2765-01A"	"CE2"
"TCGA-37-3789-01A"	"CE2"
"TCGA-NC-A5HM-01A"	"CE2"
"TCGA-66-2800-01A"	"CE3"
"TCGA-58-8386-01A"	"CE3"
"TCGA-66-2777-01A"	"CE3"
"TCGA-66-2734-01A"	"CE3"
"TCGA-60-2698-01A"	"CE3"
"TCGA-60-2725-01A"	"CE3"
"TCGA-43-8118-01A"	"CE3"
"TCGA-21-5786-01A"	"CE5"
"TCGA-22-5483-01A"	"CE5"
"TCGA-52-7809-01A"	"CE5"
"TCGA-39-5040-01A"	"CE5"
"TCGA-37-4129-01A"	"CE5"
"TCGA-34-5927-01A"	"CE5"
"TCGA-34-5929-01A"	"CE5"
"TCGA-60-2695-01A"	"CE5"
"TCGA-43-2578-01A"	"CE5"
"TCGA-66-2756-01A"	"CE5"
"TCGA-33-4533-01A"	"CE5"
"TCGA-66-2790-01A"	"CE5"
"TCGA-39-5021-01A"	"CE5"
"TCGA-66-2754-01A"	"CE5"
"TCGA-37-4132-01A"	"CE5"
"TCGA-37-5819-01A"	"CE5"
"TCGA-60-2711-01A"	"CE5"
"TCGA-56-8083-01A"	"CE5"
"TCGA-85-8350-01A"	"CE5"
"TCGA-56-7223-01A"	"CE5"
"TCGA-77-7142-11A"	"CE6"
"TCGA-NC-A5HJ-01A"	"CE6"
"TCGA-22-5482-11A"	"CE6"
"TCGA-34-7107-11A"	"CE6"
"TCGA-22-1016-01A"	"CE6"
"TCGA-43-6143-11A"	"CE6"
"TCGA-77-7338-11A"	"CE6"
"TCGA-56-A4ZJ-01A"	"CE6"
"TCGA-77-7138-11A"	"CE6"
"TCGA-58-A46J-01A"	"CE6"
"TCGA-22-5471-11A"	"CE6"
"TCGA-96-7545-01A"	"CE6"
"TCGA-56-7823-11A"	"CE6"
"TCGA-77-7337-11A"	"CE6"
"TCGA-60-2709-11A"	"CE6"
"TCGA-90-6837-11A"	"CE6"
"TCGA-68-8250-01A"	"CE6"
"TCGA-58-8386-11A"	"CE6"
"TCGA-22-4609-11A"	"CE6"
"TCGA-22-5489-11A"	"CE6"
"TCGA-34-8454-11A"	"CE6"
"TCGA-51-4081-11A"	"CE6"
"TCGA-22-4593-11A"	"CE6"
"TCGA-22-5481-11A"	"CE6"
"TCGA-33-4587-11A"	"CE6"
"TCGA-43-7658-11A"	"CE6"
"TCGA-56-7731-01A"	"CE6"
"TCGA-22-5472-11A"	"CE6"
"TCGA-56-8623-01A"	"CE6"
"TCGA-43-6647-11A"	"CE6"
"TCGA-56-7222-11A"	"CE6"
"TCGA-56-8624-01A"	"CE6"
"TCGA-56-8309-11A"	"CE6"
"TCGA-56-7580-11A"	"CE6"
"TCGA-77-7335-11A"	"CE6"
"TCGA-98-A53C-01A"	"CE6"
"TCGA-56-8623-11A"	"CE6"
"TCGA-33-6737-11A"	"CE6"
"TCGA-22-4605-01A"	"CE6"
"TCGA-39-5040-11A"	"CE6"
"TCGA-56-7582-11A"	"CE6"
"TCGA-60-2715-01A"	"CE6"
"TCGA-22-5491-11A"	"CE6"
"TCGA-56-8628-01A"	"CE6"
"TCGA-43-6773-11A"	"CE6"
"TCGA-56-8082-11A"	"CE6"
"TCGA-43-5670-11A"	"CE6"
"TCGA-43-7657-11A"	"CE6"
"TCGA-22-1002-01A"	"CE6"
"TCGA-43-6771-11A"	"CE6"
"TCGA-56-8083-11A"	"CE6"
"TCGA-90-7767-11A"	"CE6"
"TCGA-22-5472-01A"	"CE6"
"TCGA-56-7579-11A"	"CE6"
"TCGA-22-5478-11A"	"CE6"
"TCGA-98-A53D-01A"	"CE6"
"TCGA-21-5784-01A"	"CE6"
"TCGA-22-5483-11A"	"CE6"
"TCGA-56-8201-11A"	"CE6"
"TCGA-77-8008-11A"	"CE6"
"TCGA-92-7340-11A"	"CE6"
"TCGA-56-7731-11A"	"CE6"
"TCGA-77-8007-11A"	"CE6"
"TCGA-51-4079-11A"	"CE6"
"TCGA-56-7730-11A"	"CE6"
"TCGA-68-7755-01A"	"CE7"
"TCGA-60-2719-01A"	"CE7"
"TCGA-85-8351-01A"	"CE7"
"TCGA-56-7582-01A"	"CE7"
"TCGA-66-2757-01A"	"CE7"
"TCGA-51-4080-01A"	"CE7"
"TCGA-18-5595-01A"	"CE7"
"TCGA-33-4538-01A"	"CE7"
"TCGA-21-1072-01A"	"CE7"
"TCGA-21-1080-01A"	"CE7"
"TCGA-46-3768-01A"	"CE7"
"TCGA-66-2792-01A"	"CE7"
"TCGA-77-7141-01A"	"CE7"
"TCGA-18-3408-01A"	"CE7"
"TCGA-51-6867-01A"	"CE7"
"TCGA-56-1622-01A"	"CE7"
"TCGA-85-7710-01A"	"CE7"
"TCGA-22-4591-01A"	"CE7"
"TCGA-77-7142-01A"	"CE7"
"TCGA-22-5477-01A"	"CE7"
"TCGA-77-A5G6-01A"	"CE8"
"TCGA-L3-A4E7-01A"	"CE8"
"TCGA-NC-A5HL-01A"	"CE8"
"TCGA-98-A53B-01A"	"CE8"
"TCGA-90-A4ED-01A"	"CE8"
"TCGA-37-A5EL-01A"	"CE8"
"TCGA-85-8071-01A"	"CE8"
"TCGA-63-A5MW-01A"	"CE8"
"TCGA-33-4587-01A"	"CE8"
"TCGA-63-A5MI-01A"	"CE8"
"TCGA-56-A4BW-01A"	"CE8"
"TCGA-63-A5MB-01A"	"CE8"
"TCGA-NC-A5HD-01A"	"CE8"
"TCGA-NC-A5HF-01A"	"CE8"
"TCGA-63-A5ML-01A"	"CE8"
"TCGA-58-A46M-01A"	"CE8"
"TCGA-18-4083-01A"	"CE8"
"TCGA-63-A5MV-01A"	"CE8"
"TCGA-85-8052-01A"	"CE8"
"TCGA-22-4601-01A"	"CE8"
"TCGA-77-8009-01A"	"CE8"
"TCGA-21-1082-01A"	"CE8"
"TCGA-34-5231-01A"	"CE8"
"TCGA-NC-A5HT-01A"	"CE8"
"TCGA-85-8072-01A"	"CE8"
"TCGA-NC-A5HH-01A"	"CE8"
"TCGA-85-7696-01A"	"CE8"
"TCGA-58-A46K-01A"	"CE8"
"TCGA-O2-A52S-01A"	"CE8"
"TCGA-43-7658-01A"	"CE8"
"TCGA-51-4081-01A"	"CE8"
"TCGA-34-2600-01A"	"CE8"
"TCGA-37-A5EN-01A"	"CE8"
"TCGA-LA-A446-01A"	"CE8"
"TCGA-77-A5GF-01A"	"CE8"
"TCGA-37-4141-01A"	"CE8"
"TCGA-58-8392-01A"	"CE8"
"TCGA-NC-A5HQ-01A"	"CE8"
"TCGA-66-2793-01A"	"CE8"
"TCGA-58-A46L-01A"	"CE8"
"TCGA-94-A5I6-01A"	"CE8"
"TCGA-85-A5B5-01A"	"CE8"
"TCGA-63-A5M9-01A"	"CE8"
"TCGA-43-3394-01A"	"CE8"
"TCGA-63-7023-01A"	"CE8"
"TCGA-77-6844-01A"	"CE8"
"TCGA-96-A4JK-01A"	"CE8"
"TCGA-85-A510-01A"	"CE8"
"TCGA-85-8664-01A"	"CE8"
"TCGA-94-A5I4-01A"	"CE8"
"TCGA-21-1083-01A"	"CE8"
"TCGA-NC-A5HK-01A"	"CE8"
"TCGA-22-A5C4-01A"	"CE8"
"TCGA-77-A5G3-01A"	"CE8"
"TCGA-98-8021-01A"	"CE8"
"TCGA-63-A5MH-01A"	"CE8"
"TCGA-56-A4BX-01A"	"CE8"
"TCGA-NK-A5D1-01A"	"CE8"
"TCGA-46-6026-01A"	"CE8"
"TCGA-56-8082-01A"	"CE8"
"TCGA-56-A4BY-01A"	"CE8"
"TCGA-77-6843-01A"	"CE8"
"TCGA-J1-A4AH-01A"	"CE8"
"TCGA-43-6143-01A"	"CE8"
"TCGA-56-7730-01A"	"CE8"
"TCGA-O2-A5IB-01A"	"CE8"
"TCGA-34-8456-01A"	"CE8"
"TCGA-94-7557-01A"	"CE8"
"TCGA-63-5131-01A"	"CE8"
"TCGA-85-A512-01A"	"CE8"
"TCGA-98-A53A-01A"	"CE8"
"TCGA-77-8128-01A"	"CE8"
"TCGA-77-8148-01A"	"CE8"
"TCGA-43-5668-01A"	"CE9"
"TCGA-56-8504-01A"	"CE9"
"TCGA-66-2785-01A"	"CE9"
"TCGA-39-5022-01A"	"CE9"
"TCGA-22-5471-01A"	"CE9"
"TCGA-66-2758-01A"	"CE9"
"TCGA-18-3416-01A"	"CE9"
"TCGA-66-2794-01A"	"CE9"
"TCGA-39-5016-01A"	"CE9"
"TCGA-66-2744-01A"	"CE9"
"TCGA-66-2787-01A"	"CE9"
"TCGA-18-3410-01A"	"CE9"
"TCGA-66-2770-01A"	"CE9"
"TCGA-90-A59Q-01A"	"CE9"
"TCGA-22-5480-01A"	"CE9"
"TCGA-22-5474-01A"	"CE9"
"TCGA-22-4613-01A"	"CE9"
"TCGA-O2-A52Q-01A"	"CE9"
"TCGA-22-0940-01A"	"CE9"
"TCGA-NC-A5HE-01A"	"CE9"
"TCGA-52-7812-01A"	"CE9"
"TCGA-37-3792-01A"	"CE9"
"TCGA-92-8064-01A"	"CE9"
"TCGA-63-A5MM-01A"	"CE9"
"TCGA-18-4721-01A"	"CE9"
"TCGA-18-3419-01A"	"CE9"
"TCGA-39-5011-01A"	"CE9"
"TCGA-33-4566-01A"	"CE9"
"TCGA-66-2782-01A"	"CE9"
"TCGA-56-A4ZK-01A"	"CE9"
"TCGA-77-6842-01A"	"CE9"
"TCGA-39-5035-01A"	"CE9"
"TCGA-18-3415-01A"	"CE9"
"TCGA-63-A5MN-01A"	"CE9"
"TCGA-66-2791-01A"	"CE9"
"TCGA-58-8393-01A"	"CE9"
"TCGA-66-2771-01A"	"CE9"
"TCGA-22-4599-01A"	"CE9"
"TCGA-22-1017-01A"	"CE9"
"TCGA-21-1070-01A"	"CE9"
"TCGA-60-2723-01A"	"CE9"
"TCGA-43-A475-01A"	"CE9"
"TCGA-39-5030-01A"	"CE9"
"TCGA-60-2706-01A"	"CE9"
"TCGA-77-A5GH-01A"	"CE9"
"TCGA-90-A4EE-01A"	"CE9"
"TCGA-66-2773-01A"	"CE9"
"TCGA-68-A59J-01A"	"CE9"
"TCGA-21-5787-01A"	"CE9"
"TCGA-85-A4CL-01A"	"CE9"
"TCGA-56-8625-01A"	"CE9"
