"ID"	"Carcinoma Ecotype"
"TCGA-DX-A240-01A"	"CE1"
"TCGA-IW-A3M6-01A"	"CE1"
"TCGA-DX-A23U-01A"	"CE1"
"TCGA-FX-A3NK-01A"	"CE1"
"TCGA-DX-A23Z-01A"	"CE1"
"TCGA-DX-A6YX-01A"	"CE1"
"TCGA-DX-A3LS-01A"	"CE1"
"TCGA-DX-A8BS-01A"	"CE1"
"TCGA-DX-AB2Q-01A"	"CE1"
"TCGA-QC-A7B5-01A"	"CE1"
"TCGA-DX-A6BG-01A"	"CE1"
"TCGA-N1-A6IA-01A"	"CE1"
"TCGA-DX-AB2P-01A"	"CE1"
"TCGA-KD-A5QS-01A"	"CE1"
"TCGA-DX-A6YV-01A"	"CE1"
"TCGA-VT-A80G-01A"	"CE1"
"TCGA-MB-A5Y8-01A"	"CE1"
"TCGA-Z4-A8JB-01A"	"CE1"
"TCGA-X6-A8C2-01A"	"CE1"
"TCGA-SG-A6Z4-01A"	"CE1"
"TCGA-DX-A1L4-01A"	"CE1"
"TCGA-DX-A8BT-01A"	"CE1"
"TCGA-SI-AA8B-01A"	"CE1"
"TCGA-DX-A8BJ-01A"	"CE1"
"TCGA-MJ-A68J-01A"	"CE1"
"TCGA-DX-A6YT-01A"	"CE1"
"TCGA-DX-A3UA-01A"	"CE1"
"TCGA-3R-A8YX-01A"	"CE1"
"TCGA-JV-A5VF-01A"	"CE1"
"TCGA-Z4-AAPG-01A"	"CE1"
"TCGA-QQ-A8VD-01A"	"CE1"
"TCGA-DX-A6BH-01A"	"CE1"
"TCGA-DX-A1KZ-01A"	"CE1"
"TCGA-DX-A1L3-01A"	"CE1"
"TCGA-IE-A6BZ-01A"	"CE1"
"TCGA-LI-A67I-01A"	"CE1"
"TCGA-MB-A8JK-01A"	"CE1"
"TCGA-DX-A1KX-01A"	"CE1"
"TCGA-X6-A7WC-01A"	"CE1"
"TCGA-DX-AATS-01A"	"CE1"
"TCGA-DX-A6YR-01A"	"CE1"
"TCGA-DX-A1KU-01A"	"CE1"
"TCGA-SI-A71O-01A"	"CE1"
"TCGA-DX-A3LT-01A"	"CE1"
"TCGA-QQ-A5VC-01A"	"CE2"
"TCGA-3B-A9I3-01A"	"CE2"
"TCGA-DX-AB2E-01A"	"CE2"
"TCGA-KF-A41W-01A"	"CE2"
"TCGA-PC-A5DM-01A"	"CE2"
"TCGA-DX-AB2X-01A"	"CE2"
"TCGA-X9-A973-01A"	"CE3"
"TCGA-DX-A6BF-01A"	"CE3"
"TCGA-DX-A8BX-01A"	"CE3"
"TCGA-QQ-A5V9-01A"	"CE3"
"TCGA-RN-AAAQ-01A"	"CE3"
"TCGA-HB-A2OT-01A"	"CE3"
"TCGA-DX-A8BR-01A"	"CE3"
"TCGA-QC-A6FX-01A"	"CE3"
"TCGA-DX-A3LY-01B"	"CE3"
"TCGA-X6-A7W8-01A"	"CE3"
"TCGA-DX-A2J1-01A"	"CE3"
"TCGA-DX-AB2W-01A"	"CE3"
"TCGA-DX-A3U5-01A"	"CE3"
"TCGA-K1-A6RT-01A"	"CE4"
"TCGA-FX-A3TO-01A"	"CE4"
"TCGA-Z4-AAPF-01A"	"CE4"
"TCGA-DX-A48K-01A"	"CE4"
"TCGA-DX-A7EF-01A"	"CE4"
"TCGA-DX-A6B8-01A"	"CE4"
"TCGA-SG-A6Z7-01A"	"CE5"
"TCGA-PT-A8TR-01A"	"CE5"
"TCGA-SI-A71Q-01A"	"CE5"
"TCGA-QQ-A8VB-01A"	"CE5"
"TCGA-DX-A7ER-01A"	"CE5"
"TCGA-IW-A3M5-01A"	"CE5"
"TCGA-SI-AA8C-01A"	"CE5"
"TCGA-HB-A3YV-01A"	"CE5"
"TCGA-DX-A3U9-01A"	"CE5"
